Số ĐKKD/MST,Tên công ty,Địa chỉ,Ngày thành lập,Ngày hoạt động,Trạng thái,Điện thoại,Người đại diện,Loại hình DN,Cập nhật lần cuối
1102066675,CÔNG TY TNHH LƯỚI THÉP NGHĨA HƯNG,"Lô B1-6 Và B1-7 Đường Vl2, Kcn Vĩnh Lộc 2, Xã Long Hiệp, Huyện Bến Lức, Long An",14/08/2024,14/08/2024,Đang Hoạt Động,0981 363 559,Nguyễn Thị Định,Công Ty TNHH 2 TV Trở Lên Ngoài Quốc Doanh (100% Vốn Tư Nhân),"Cập nhật lần cuối
ngày 14/08/2024."
1102066481,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ ĐẠI HÒA THẮNG,"65/1 Đường Nguyễn Trung Trực, Khu Phố 8, Thị Trấn Bến Lức, Huyện Bến Lức, Long An",09/08/2024,09/08/2024,Không Hoạt Động Tại Địa Chỉ Đã Đăng Ký,0927206193,Nguyễn Văn Sang,Công Ty TNHH MTV Ngoài Quốc Doanh,"Cập nhật lần cuối
ngày 30/09/2024."
1102066393,CÔNG TY TNHH TM NHẬP KHẨU LẠC GIA HÂN,"B4-08 Khu Biệt Thự Trần Anh Riverside, Thị Trấn Bến Lức, Huyện Bến Lức, Long An",09/08/2024,09/08/2024,Đang Hoạt Động,0907172225,Ông Thị Thuỳ Dung,Công Ty TNHH MTV Ngoài Quốc Doanh,"Cập nhật lần cuối
ngày 02/10/2024."
1102066273,CÔNG TY TNHH SẢN XUẤT GIA CÔNG CƠ KHÍ LỘC PHÁT,"Thửa 1787, Tờ Bản Đồ Số 2, Ấp Voi Lá, Xã Long Hiệp, Huyện Bến Lức, Long An",08/08/2024,08/08/2024,Đã Chuyển Cơ Quan Thuế Quản Lý,0909900384,Vũ Hà Văn,Công Ty TNHH 2 TV Trở Lên Ngoài Quốc Doanh (100% Vốn Tư Nhân),"Cập nhật lần cuối
ngày 23/09/2024."
1102066259,CÔNG TY TNHH MTV GỖ VÀ NỘI THẤT TRẦN LIỀN,"Số 247, Đường Tỉnh Lộ 832, Ấp 5, Xã Nhựt Chánh, Huyện Bến Lức, Long An",08/08/2024,08/08/2024,Không Hoạt Động Tại Địa Chỉ Đã Đăng Ký,0583547586,Trần Văn Liền,Công Ty TNHH MTV Ngoài Quốc Doanh,"Cập nhật lần cuối
ngày 17/09/2024."
1102061405-001,CHI NHÁNH CÔNG TY TNHH VÀ DV NGUYỄN HUỲNH LA,"Thửa Số 12, Tờ Bản Đồ Số 18, Ấp 3, Xã An Thạnh, Huyện Bến Lức, Long An",06/08/2024,07/08/2024,Đang Hoạt Động,0919222633,Nguyễn Ngọc Hưởng,Công Ty TNHH MTV Ngoài Quốc Doanh,"Cập nhật lần cuối
ngày 08/08/2024."
3301567158-001,CHI NHÁNH CÔNG TY TNHH BAOSTEEL CAN MAKING (HUẾ VIỆT NAM) TẠI LONG AN,"Lô Đất C6-3, C9A, C9B, C10, C11-2, Đường Dọc 2, Khu Công Nghiệp Phú An Thạnh, Xã An Thạnh, Huyện Bến Lức, Long An",05/08/2024,05/08/2024,Đang Hoạt Động,02343862588,Liu Gang,Công Ty TNHH MTV Đầu Tư Nước Ngoài,"Cập nhật lần cuối
ngày 08/08/2024."
1102066065,CÔNG TY TNHH SẢN XUẤT THƯƠNG MẠI THÉP KIM HỒNG PHÁT,"Số 04 Quốc Lộ 1A, Ấp Phước Toàn, Xã Long Hiệp, Huyện Bến Lức, Long An",05/08/2024,05/08/2024,Đang Hoạt Động,076 574 5788,Nguyễn Thiện Vinh,Công Ty TNHH 2 TV Trở Lên Ngoài Quốc Doanh (100% Vốn Tư Nhân),"Cập nhật lần cuối
ngày 23/08/2024."
1102065960,CÔNG TY TNHH THƯƠNG MẠI VẬN TẢI CÁ MẬP XANH,"Số 41/1, Hẻm 1, Khu Phố 9, Thị Trấn Bến Lức, Huyện Bến Lức, Long An",05/08/2024,05/08/2024,Đang Hoạt Động,070 694 6972,Phụng Công Thanh Danh,Công Ty TNHH MTV Ngoài Quốc Doanh,"Cập nhật lần cuối
ngày 22/08/2024."
0317370433-001,CHI NHÁNH CÔNG TY TNHH SẢN XUẤT THƯƠNG MẠI PHỤ PHẨM NÔNG SẢN SẠCH TRÂU VÀNG,"66A1 Ấp 1A, Xã Thanh Phú, Huyện Bến Lức, Long An",05/08/2024,05/08/2024,Đang Hoạt Động,N/A,Trần Ngọc Ánh,Công Ty TNHH MTV Ngoài Quốc Doanh,"Cập nhật lần cuối
ngày 28/08/2024."
1102066072,CÔNG TY TNHH E-GREEN SMART,"3/10 Đường Nguyễn Văn Tuôi, Thị Trấn Bến Lức, Huyện Bến Lức, Long An",05/08/2024,05/08/2024,Đang Hoạt Động,0932705528,Võ Thị Tuyết Mai,Công Ty TNHH 2 TV Trở Lên Ngoài Quốc Doanh (100% Vốn Tư Nhân),"Cập nhật lần cuối
ngày 05/08/2024."
1102066139,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ VẬN TẢI HIẾU PHÁT,"Số 20 Đường 22, Khu Dân Cư Nam Long, Xã An Thạnh, Huyện Bến Lức, Long An",05/08/2024,05/08/2024,Đang Hoạt Động,0933838219,Trần Văn Cần,Công Ty TNHH 2 TV Trở Lên Ngoài Quốc Doanh (100% Vốn Tư Nhân),"Cập nhật lần cuối
ngày 05/08/2024."
1102030238-003,CHI NHÁNH BẾN LỨC - CÔNG TY TNHH THỂ THAO GIẢI TRÍ ĐẠI DƯƠNG,"Số 192 Khu Phố 7, Thị Trấn Bến Lức, Huyện Bến Lức, Long An",02/08/2024,02/08/2024,Đang Hoạt Động,0939383836,Trần Phương Đại,Công Ty TNHH MTV Ngoài Quốc Doanh,"Cập nhật lần cuối
ngày 02/08/2024."
1102065858,CÔNG TY TNHH TM VẬN TẢI MINH QUÂN,"Thửa Đất Số 450, Tờ Bản Đồ Số 9, Ấp Long Bình, Xã Long Hiệp, Huyện Bến Lức, Long An",02/08/2024,01/08/2024,Đang Hoạt Động,0933127945,Lê Quốc Ni,Công Ty TNHH MTV Ngoài Quốc Doanh,"Cập nhật lần cuối
ngày 02/08/2024."
1102065939,CÔNG TY TNHH TÂN AN SHIP,"Số 147 Đường 09 Kdc Nam Long, Ấp 4, Xã An Thạnh, Huyện Bến Lức, Long An",02/08/2024,02/08/2024,Đang Hoạt Động,0979484264,Lê Thị Huỳnh Thoa,Công Ty TNHH MTV Ngoài Quốc Doanh,"Cập nhật lần cuối
ngày 02/08/2024."
1102065833,CÔNG TY TNHH CUNG ỨNG NHÂN LỰC LAO ĐỘNG VÀ XÂY DỰNG LOUISA,"Thửa Đất 1538, Đường Số 18 Khu Dân Cư Đường Số 10, Ấp Tấn Long, Xã Thanh Phú, Huyện Bến Lức, Long An",01/08/2024,01/08/2024,Đang Hoạt Động,0902617668,Lê Thị Trà My,Công Ty TNHH 2 TV Trở Lên Ngoài Quốc Doanh (100% Vốn Tư Nhân),"Cập nhật lần cuối
ngày 01/08/2024."
1102065689,CÔNG TY TNHH THƯƠNG MẠI XUẤT NHẬP KHẨU XÁN HƯNG ĐẠT,"Số 119A, Ấp 3B, Xã Phước Lợi, Huyện Bến Lức, Long An",31/07/2024,31/07/2024,Đang Hoạt Động,0937254231,Phạm Minh Phận,Công Ty TNHH MTV Ngoài Quốc Doanh,"Cập nhật lần cuối
ngày 31/07/2024."
1102065618,CÔNG TY TNHH TM DV BAO BÌ NHỰA ANH TUẤN,"181A2, Ấp Tấn Long, Xã Thanh Phú, Huyện Bến Lức, Long An",30/07/2024,30/07/2024,Không Hoạt Động Tại Địa Chỉ Đã Đăng Ký,0767549658,Lê Cao Tuấn Anh,Công Ty TNHH MTV Ngoài Quốc Doanh,"Cập nhật lần cuối
ngày 10/09/2024."
0316657666-001,CHI NHÁNH CÔNG TY TNHH SẢN XUẤT VẬT LIỆU ỔN ĐỊNH ĐẤT ĐẤT PHƯƠNG NAM,"Thửa Đất Số 373 Tờ Bản Đồ Số 03, Ấp Thuận Đạo, Thị Trấn Bến Lức, Huyện Bến Lức, Long An",30/07/2024,30/07/2024,Đang Hoạt Động,0903704803,Hà Thị Mỹ,Công Ty TNHH MTV Ngoài Quốc Doanh,"Cập nhật lần cuối
ngày 30/07/2024."
1102065569,CÔNG TY TNHH TM DV ĐẦU TƯ PHÁT TRIỂN AN TRÍ,"138 Nguyễn Văn Tuôi, Thị Trấn Bến Lức, Huyện Bến Lức, Long An",30/07/2024,30/07/2024,Không Hoạt Động Tại Địa Chỉ Đã Đăng Ký,0705830066,Vương Minh Trí,Công Ty TNHH MTV Ngoài Quốc Doanh,"Cập nhật lần cuối
ngày 11/09/2024."
1102065470,CÔNG TY TNHH PHẾ LIỆU PHẠM TÔN,"Thửa Đất Số 663, Tờ Bản Đồ Số 31, Ấp 5, Xã Thạnh Lợi, Huyện Bến Lức, Long An",26/07/2024,26/07/2024,Đang Hoạt Động,0908066125,Phạm Văn Tôn,Công Ty TNHH MTV Ngoài Quốc Doanh,"Cập nhật lần cuối
ngày 26/07/2024."
1102065424,CÔNG TY CỔ PHẦN ĐẦU TƯ HƯNG QUỐC THỊNH,"Lô Aqu-B32.04, Số 115, Đường H11, Khu Đô Thị Vàm Cỏ Đông, Xã An Thạnh, Huyện Bến Lức, Long An",26/07/2024,26/07/2024,Đang Hoạt Động,0982041224,Lê Hồng Phong,Công Ty Cổ Phần Ngoài Quốc Doanh (100% Vốn Tư Nhân),"Cập nhật lần cuối
ngày 26/07/2024."
1101863702-002,CHI NHÁNH 2 - CÔNG TY TNHH ĐẦU TƯ XÂY DỰNG THƯƠNG MẠI TÂN LÊ HOÀNG SƠN,"Km22+100 Đến Km22+500 Khu Phức Hợp Giải Trí Khang Thông, Ấp, Xã Thạnh Đức, Huyện Bến Lức, Long An",26/07/2024,26/07/2024,Đang Hoạt Động,0913626595,Lê Hoàng Sơn,Công Ty TNHH 2 TV Trở Lên Ngoài Quốc Doanh (100% Vốn Tư Nhân),"Cập nhật lần cuối
ngày 21/08/2024."
1102065262,CÔNG TY TNHH THƯƠNG MẠI & DỊCH VỤ MIRA,"37 Đường Số 16, Kdc Đường 10 , Kp 3, Thị Trấn Bến Lức, Huyện Bến Lức, Long An",25/07/2024,26/07/2024,Đang Hoạt Động,0911683788,Lê Thị Quỳnh Hương,Công Ty TNHH MTV Ngoài Quốc Doanh,"Cập nhật lần cuối
ngày 25/07/2024."
1101994857-002,CHI NHÁNH CÔNG TY TRÁCH NHIỆM HỮU HẠN HD LONG AN,"431A Ấp 7, Xã Lương Hòa, Huyện Bến Lức, Long An",25/07/2024,25/07/2024,Đang Hoạt Động,0903910699,Lê Sỹ Bốn,Công Ty TNHH MTV Ngoài Quốc Doanh,"Cập nhật lần cuối
ngày 25/07/2024."
1102064999,HỢP TÁC XÃ DỊCH VỤ NÔNG NGHIỆP KHÁNH PHỤNG,"Ấp 2, Xã Phước Lợi, Huyện Bến Lức, Long An",24/07/2024,12/07/2024,Đang Hoạt Động,0779988606,Trần Hoàng Khánh Phụng,Hợp Tác Xã,"Cập nhật lần cuối
ngày 24/07/2024."
1102065135,CÔNG TY TNHH XÂY DỰNG THƯƠNG MẠI DỊCH VỤ TRẦN HUỲNH LONG AN,"Số 15, Đường Số 02, Khu Dân Cư Đường Số 10, Khu Phố 3, Thị Trấn Bến Lức, Huyện Bến Lức, Long An",24/07/2024,24/07/2024,Đang Hoạt Động,0908869975,Huỳnh Phương Thảo,Công Ty TNHH MTV Ngoài Quốc Doanh,"Cập nhật lần cuối
ngày 25/07/2024."
1102064981,CÔNG TY TNHH QUỐC TẾ FANSKI,"Lô C4, Đường Số 01, Khu Công Nghiệp Phúc Long, Xã Long Hiệp, Huyện Bến Lức, Long An",23/07/2024,29/07/2024,Đang Hoạt Động,0363965918,"Chen, Ridong",Công Ty TNHH MTV Đầu Tư Nước Ngoài,"Cập nhật lần cuối
ngày 19/08/2024."
1102064822,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ XÂY DỰNG ĐẶNG CÔNG,"Số Nhà 57, Đường Chợ, Ấp 4, Xã Lương Bình, Huyện Bến Lức, Long An",22/07/2024,22/07/2024,Không Hoạt Động Tại Địa Chỉ Đã Đăng Ký,0583774071,Đặng Thành Công,Công Ty TNHH MTV Ngoài Quốc Doanh,"Cập nhật lần cuối
ngày 04/10/2024."
1102064879,CÔNG TY TNHH SẢN XUẤT THƯƠNG MẠI DỊCH VỤ SAO VIỆT LONG AN,"Thửa Đất 2308 Tờ Bản Đồ Số 1, Xã Phước Lợi, Huyện Bến Lức, Long An",22/07/2024,22/07/2024,Đang Hoạt Động,0339484398,Nguyễn Thị Quyên,Công Ty TNHH 2 TV Trở Lên Ngoài Quốc Doanh (100% Vốn Tư Nhân),"Cập nhật lần cuối
ngày 22/07/2024."
1102064808,CÔNG TY TNHH VẬT LIỆU XING NEW,"Số 66 Tờ Bản Đồ Số 34, Ấp Thanh Hiệp, Xã Thanh Phú, Huyện Bến Lức, Long An",22/07/2024,22/07/2024,Đang Hoạt Động,0333415254,Huỳnh Anh Vũ,Công Ty TNHH MTV Ngoài Quốc Doanh,"Cập nhật lần cuối
ngày 22/07/2024."
1102064727,CÔNG TY TNHH NGỌC THIÊN KHÔI,"Thửa Đất Số 8104 Đường Số 15, Kdc Trung Tâm Thị Trấn, Thị Trấn Bến Lức, Huyện Bến Lức, Long An",19/07/2024,19/07/2024,Đang Hoạt Động,0919 038 772,Lục Thị Thanh Thương,Công Ty TNHH MTV Ngoài Quốc Doanh,"Cập nhật lần cuối
ngày 19/07/2024."
1102063681-001,CHI NHÁNH CÔNG TY TNHH THIÊN PHƯỚC SMILE,"Nhà Số 01, Thửa Đất Số 663, Tờ Bản Đồ Số 36, Ấp 5, Xã Thạnh Lợi, Huyện Bến Lức, Long An",19/07/2024,19/07/2024,Đang Hoạt Động,0988223555,Đỗ Thành Chung,Công Ty TNHH MTV Ngoài Quốc Doanh,"Cập nhật lần cuối
ngày 19/07/2024."
1102064653,CÔNG TY TNHH GIA CÔNG GIÀY MỸ QUÂN,"197/6 Thửa Đất Số 197,Tờ Bản Đồ Số 6, Xã Thanh Phú, Huyện Bến Lức, Long An",18/07/2024,18/07/2024,Đang Hoạt Động,0775588588,Thái Văn Sơn,Công Ty TNHH MTV Ngoài Quốc Doanh,"Cập nhật lần cuối
ngày 18/07/2024."
1102064082,CÔNG TY TNHH TM&DV VINFATS,"Số 247 Nguyễn Văn Tuôi, Thị Trấn Bến Lức, Huyện Bến Lức, Long An",16/07/2024,16/07/2024,Đang Hoạt Động,0332842958,Nguyễn Thị Tuyết Mai,Công Ty TNHH MTV Ngoài Quốc Doanh,"Cập nhật lần cuối
ngày 16/07/2024."
1102063988,CÔNG TY TNHH XÂY DỰNG VÀ NHÔM KÍNH NHẬT TRƯỜNG PHÁT,"214 Ấp 1B, Xã Thanh Phú, Huyện Bến Lức, Long An",16/07/2024,16/07/2024,Đang Hoạt Động,0395480251,Nguyễn Hoàng Nhân,Công Ty TNHH MTV Ngoài Quốc Doanh,"Cập nhật lần cuối
ngày 24/07/2024."
1102064156,CÔNG TY TNHH LOGAN ROCK,"15 � Quốc Lộ 1A, Ấp Bình Long, Xã Long Hiệp, Huyện Bến Lức, Long An",16/07/2024,16/07/2024,Đang Hoạt Động,0272 3635899,Tăng Gia Mẫn,Công Ty TNHH MTV Ngoài Quốc Doanh,"Cập nhật lần cuối
ngày 16/07/2024."
1102063924,CÔNG TY TNHH ĐT-TM-DV-XNK NGUYÊN LỘC,"Số 222B, Ấp Thanh Hiệp, Xã Thanh Phú, Huyện Bến Lức, Long An",16/07/2024,16/07/2024,Đang Hoạt Động,093 894 61 91,Dương Văn Nói,Công Ty TNHH MTV Ngoài Quốc Doanh,"Cập nhật lần cuối
ngày 02/08/2024."
1102064276,CÔNG TY TNHH CƠ KHÍ - XÂY DỰNG PHƯỚC VÂN CITY,"Số 111, Ấp Thanh Tân, Xã Thanh Phú, Huyện Bến Lức, Long An",16/07/2024,16/07/2024,Đang Hoạt Động,0966456255,Đặng Phu Vân,Công Ty TNHH MTV Ngoài Quốc Doanh,"Cập nhật lần cuối
ngày 16/07/2024."
1102063875,CÔNG TY TNHH THIẾT KẾ XÂY DỰNG ĐIỆN MINH NHẬT,"Thửa Đất Số 182, Tờ Bản Đồ Số 15, Ấp 8, Xã Nhựt Chánh, Huyện Bến Lức, Long An",16/07/2024,16/07/2024,Đang Hoạt Động,0848322738,Bùi Việt Trung,Công Ty TNHH 2 TV Trở Lên Ngoài Quốc Doanh (100% Vốn Tư Nhân),"Cập nhật lần cuối
ngày 24/09/2024."
1102063681,CÔNG TY TNHH THIÊN PHƯỚC SMILE,"Một Phần Thửa Đất Số 129, Tờ Bản Đồ Số 26, Ấp 2, Xã Thạnh Hòa, Huyện Bến Lức, Long An",15/07/2024,15/07/2024,Đang Hoạt Động,0988223555,Đỗ Thành Chung,Công Ty TNHH MTV Ngoài Quốc Doanh,"Cập nhật lần cuối
ngày 19/07/2024."
1102063434,CÔNG TY TNHH XÂY DỰNG TM-DV-VT KIẾN HOÀNG,"Số 110, Đường Số 3, Ấp 4, Xã An Thạnh, Huyện Bến Lức, Long An",12/07/2024,12/07/2024,Đang Hoạt Động,0938137769,Trần Văn Hoàng,Công Ty TNHH MTV Ngoài Quốc Doanh,"Cập nhật lần cuối
ngày 20/09/2024."
1102063378,CÔNG TY TNHH TM - DV BẢO KHÁNH VN,"Số 68, Ấp 2, Xã Tân Bửu, Huyện Bến Lức, Long An",12/07/2024,12/07/2024,Đang Hoạt Động,0934965053,Phạm Hùng Anh,Công Ty TNHH MTV Ngoài Quốc Doanh,"Cập nhật lần cuối
ngày 08/10/2024."
1102063508,CÔNG TY TNHH MỘT THÀNH VIÊN GIÁO DỤC VÀ THẨM MỸ MILAN,"156 Đường Võ Công Tồn, Thị Trấn Bến Lức, Huyện Bến Lức, Long An",12/07/2024,12/07/2024,Đang Hoạt Động,0962443144,Nguyễn Thành Nhơn,Công Ty TNHH MTV Ngoài Quốc Doanh,"Cập nhật lần cuối
ngày 12/07/2024."
1102063515,CÔNG TY TNHH MTV THƯƠNG MẠI - DỊCH VỤ AN VIỆT,"Thửa Đất Số 405, Ấp 4, Xã Thanh Phú, Huyện Bến Lức, Long An",12/07/2024,12/07/2024,Đang Hoạt Động,0352 168 629 - 0902,Nguyễn Thị Thanh Thủy,Công Ty TNHH MTV Ngoài Quốc Doanh,"Cập nhật lần cuối
ngày 12/07/2024."
1102063498,CÔNG TY TNHH MTV TM XD - DV PHƯỚC TỈNH,"Số 291 Ấp 2, Xã Nhựt Chánh, Huyện Bến Lức, Long An",12/07/2024,12/07/2024,Đang Hoạt Động,0782331284,Đinh Gia Minh,Công Ty TNHH MTV Ngoài Quốc Doanh,"Cập nhật lần cuối
ngày 12/07/2024."
1801416273-002,VĂN PHÒNG ĐẠI DIỆN CÔNG TY TNHH XÂY DỰNG THƯƠNG MẠI HÒA THẮNG,"A2-18, Kdc Long Phú, Thị Trấn Bến Lức, Huyện Bến Lức, Long An",11/07/2024,11/07/2024,Đang Hoạt Động,N/A,Đoàn Quốc Thắng,Công Ty TNHH MTV Ngoài Quốc Doanh,"Cập nhật lần cuối
ngày 22/07/2024."
1102063219,CÔNG TY TNHH CƠ KHÍ NHỰA VÀ KHUÔN MẪU TRẦN MINH,"137A, Ấp 4, Xã Tân Bửu, Huyện Bến Lức, Long An",11/07/2024,11/07/2024,Đang Hoạt Động,0906929151,Trần Ngọc Bảo,Công Ty TNHH MTV Ngoài Quốc Doanh,"Cập nhật lần cuối
ngày 11/07/2024."
1102063032,CÔNG TY TNHH MTV ĐƯỜNG NGHĨA,"B2-09 Kđt Trần Anh Riverside, Đường Nguyễn Văn Tuôi, Kp 6, Thị Trấn Bến Lức, Huyện Bến Lức, Long An",10/07/2024,10/07/2024,Đang Hoạt Động,0942342264,Nguyễn Văn Nghĩa,Công Ty TNHH MTV Ngoài Quốc Doanh,"Cập nhật lần cuối
ngày 10/07/2024."
1102063071,CÔNG TY TNHH DỊCH VỤ TÀI CHÍNH QUỐC TẾ AFB,"171 Đường 830, Ấp 6B, Xã Lương Hòa, Huyện Bến Lức, Long An",10/07/2024,10/07/2024,Đang Hoạt Động,0904293380,Trương Văn Tám,Công Ty TNHH MTV Ngoài Quốc Doanh,"Cập nhật lần cuối
ngày 10/07/2024."
1102062832,CÔNG TY TNHH THIẾT KẾ ĐẦU TƯ XÂY DỰNG ĐẠI PHONG,"138 Nguyễn Văn Tuôi, Thị Trấn Bến Lức, Huyện Bến Lức, Long An",08/07/2024,08/07/2024,Không Hoạt Động Tại Địa Chỉ Đã Đăng Ký,0764793251,Võ Đại Phong,Công Ty TNHH MTV Ngoài Quốc Doanh,"Cập nhật lần cuối
ngày 11/09/2024."
1102062769,CÔNG TY TNHH TM DV BHLD TẤN ĐẠT,"138 Nguyễn Văn Tuôi, Thị Trấn Bến Lức, Huyện Bến Lức, Long An",05/07/2024,05/07/2024,Không Hoạt Động Tại Địa Chỉ Đã Đăng Ký,0764926841,Nguyễn Tấn Đạt,Công Ty TNHH MTV Ngoài Quốc Doanh,"Cập nhật lần cuối
ngày 11/09/2024."
1102062751,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ BÁCH GIA,"323 Tỉnh Lộ 830, Thị Trấn Bến Lức, Huyện Bến Lức, Long An",05/07/2024,05/07/2024,Không Hoạt Động Tại Địa Chỉ Đã Đăng Ký,0865585041,Trần Văn To,Công Ty TNHH MTV Ngoài Quốc Doanh,"Cập nhật lần cuối
ngày 30/09/2024."
3702866807-001,CHI NHÁNH CÔNG TY TNHH HÂN UYÊN,"Nhà Xưởng G2, Lô A1-20, Đường Vl2, Kcn Vĩnh Lộc 2, Ấp Voi Lá, Xã Long Hiệp, Huyện Bến Lức, Long An",04/07/2024,04/07/2024,Đang Hoạt Động,0932722168,Ông Thị Thùy Dung,Công Ty TNHH MTV Ngoài Quốc Doanh,"Cập nhật lần cuối
ngày 04/07/2024."
0318130716-001,CHI NHÁNH CÔNG TY TNHH SẢN XUẤT THƯƠNG MẠI DỊCH VỤ KHANG NGUYÊN,"77E, Ấp 3B, Xã Phước Lợi, Huyện Bến Lức, Long An",04/07/2024,01/07/2024,Ngừng Hoạt Động Nhưng Chưa Hoàn Thành Thủ Tục,0916901778,Phan Văn Vinh,Công Ty TNHH MTV Ngoài Quốc Doanh,"Cập nhật lần cuối
ngày 04/09/2024."
1102062631,CÔNG TY TNHH KIÊN BÌNH AN,"170 Ấp 5, Xã Tân Bửu, Huyện Bến Lức, Long An",04/07/2024,04/07/2024,Đang Hoạt Động,0903026038,Vũ Duy Huy,Công Ty TNHH 2 TV Trở Lên Ngoài Quốc Doanh (100% Vốn Tư Nhân),"Cập nhật lần cuối
ngày 04/07/2024."
1102062487,CÔNG TY TNHH KIM LOẠI MÀU LONG AN,"Số Nhà 485/A, Ấp 7, Xã Lương Hòa, Huyện Bến Lức, Long An",03/07/2024,03/07/2024,Đang Hoạt Động,0914 608 860,Nguyễn Phước Du,Công Ty TNHH MTV Ngoài Quốc Doanh,"Cập nhật lần cuối
ngày 29/08/2024."
1102062462,CÔNG TY CP TM-ĐT-XD PHÚ THỌ,"Lô A1, Đường Dọc 2, Kcn Phú An Thạnh, Xã An Thạnh, Huyện Bến Lức, Long An",03/07/2024,03/07/2024,Đang Hoạt Động,02723655747,Nguyễn Trí Quang,Công Ty Cổ Phần Ngoài Quốc Doanh (100% Vốn Tư Nhân),"Cập nhật lần cuối
ngày 03/07/2024."
1102062381,DOANH NGHIỆP TƯ NHÂN KINH DOANH VÀNG TIỆM VÀNG KIM BẢO (KB),"Số 30, Ấp 4, Tổ 6, Xã Lương Bình, Huyện Bến Lức, Long An",02/07/2024,02/07/2024,Đang Hoạt Động,0389407181,Phan Hoàng Bảo,Doanh Nghiệp Tư Nhân (100% Vốn Tư Nhân),"Cập nhật lần cuối
ngày 17/07/2024."
1102062127,CÔNG TY TNHH TÂN CƯỜNG THỊNH LONG AN,"Lô B2-02, Khu Đô Thị Solar City, Đường Nguyễn Văn Tuôi, Khu, Thị Trấn Bến Lức, Huyện Bến Lức, Long An",01/07/2024,01/07/2024,Đang Hoạt Động,0902521460,Kiều Trọng Tín,Công Ty TNHH MTV Ngoài Quốc Doanh,"Cập nhật lần cuối
ngày 16/07/2024."
1102062173,CÔNG TY TNHH TMDV MAY MẶC PHƯƠNG ĐÔNG,"268 Đường Nguyễn Văn Tuôi, Thị Trấn Bến Lức, Huyện Bến Lức, Long An",01/07/2024,01/07/2024,Không Hoạt Động Tại Địa Chỉ Đã Đăng Ký,0378930937,Phạm Thị Huỳnh Như,Công Ty TNHH MTV Ngoài Quốc Doanh,"Cập nhật lần cuối
ngày 31/07/2024."
1102062141,CÔNG TY TNHH TMDV TỔNG HỢP BẾN CẢNG,"Số 307, Ấp Phước Toàn, Xã Long Hiệp, Huyện Bến Lức, Long An",01/07/2024,01/07/2024,Đang Hoạt Động,0901725293,Nguyễn Văn Bến Cảng,Công Ty TNHH MTV Ngoài Quốc Doanh,"Cập nhật lần cuối
ngày 16/07/2024."
1102049221-001,CÔNG TY TNHH OGAWA WELLNESS VIỆT NAM CHI NHÁNH NHÀ MÁY LONG AN,"Nhà Xưởng A1 Và B1, Lô A6-2, A7, A8, A17-1, A18, A19-2, Đườn, Xã An Thạnh, Huyện Bến Lức, Long An",01/07/2024,01/07/2024,Đang Hoạt Động,0938469911,Tan Teck Meng,Công Ty TNHH MTV Đầu Tư Nước Ngoài,"Cập nhật lần cuối
ngày 05/09/2024."
1102062134,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ XUẤT NHẬP KHẨU PHẾ LIỆU HOÀNG THĂNG,"Đường Chợ, Ấp 4, Xã Lương Bình, Huyện Bến Lức, Long An",01/07/2024,01/07/2024,Đang Hoạt Động,0346804955,Hoàng Văn Thăng,Công Ty TNHH MTV Ngoài Quốc Doanh,"Cập nhật lần cuối
ngày 16/07/2024."
1102023456-001,CHI NHÁNH CÔNG TY TNHH MTV VIỆT THUẬN L.A,"119A Ấp 3, Tỉnh Lộ 835, Xã Phước Lợi, Huyện Bến Lức, Long An",28/06/2024,28/06/2024,Đang Hoạt Động,093 7081749,Thạch Thị Diêm,Công Ty TNHH MTV Ngoài Quốc Doanh,"Cập nhật lần cuối
ngày 02/07/2024."
1102061765,CÔNG TY TNHH TM DV KỸ THUẬT HOÀNG KHIÊM,"414C, Khu 4, Ấp Chánh, Xã Long Hiệp, Huyện Bến Lức, Long An",26/06/2024,26/06/2024,Đang Hoạt Động,0797 402575,Lê Thị Huỳnh Mai,Công Ty TNHH MTV Ngoài Quốc Doanh,"Cập nhật lần cuối
ngày 26/06/2024."
1102061807,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ XÂY DỰNG CƠ KHÍ VÀ THU MUA SẮT THÉP NGUYỄN NGỌC,"Số 200D, Ấp 3, Xã Tân Bửu, Huyện Bến Lức, Long An",26/06/2024,26/06/2024,Đang Hoạt Động,0902 446 949 0975,Nguyễn Quang Ngọc,Công Ty TNHH MTV Ngoài Quốc Doanh,"Cập nhật lần cuối
ngày 27/06/2024."
1102061405,CÔNG TY TNHH VÀ DV NGUYỄN HUỲNH LA,"Số 124, Khu Phố 7, Đường Phan Văn Mảng, Thị Trấn Bến Lức, Huyện Bến Lức, Long An",24/06/2024,24/06/2024,Đang Hoạt Động,0918626339,Nguyễn Ngọc Hưởng,Công Ty TNHH MTV Ngoài Quốc Doanh,"Cập nhật lần cuối
ngày 08/08/2024."
